activityID,personSubjID,personObjID,action,details,placeID
7957,,5724.0,created,The Judenrat,1591
7958,7649.0,,was,the Rayon commandant of the Ukrainian police.,1591
7959,6502.0,,offered,the Jews in Łuck participation in national politics through a nonparty bloc.,1592
7960,1216.0,,arrived,in Łuck in early July 1941.,1592
7961,8771.0,,was,"the center of Gebiet Luzk, headed by Gebietskommissar Heinrich Lindner.",1592
7962,2435.0,,were,"Lejzor Dal, Rozenkranc, Korczebny, Henig, Hoffman, Rawicz, and one woman, Ojchmanowa.",1592
7963,8029.0,,,"Dr. T. Kunitsa-Goldshteyn recalled that
a group of youths tried to join the partisans, but every attempt to establish contact with them led nowhere.",1592
7964,16335.0,,rescued,"by Witold Fomienko in nearby Podhajce; Fanye Pasht, by another Ukrainian peasant named Lavrov;16 Yoshke Liberman, by his German wife; the convert Bronisława Szczerbińska, by her sister who identified her, at Hirka Polanka, as a “Polish Catholic.” A few Łuck Jews survived in the ranks of the Soviet partisans.",1592
7965,10842.0,,rescued,"by Witold Fomienko in nearby Podhajce; Fanye Pasht, by another Ukrainian peasant named Lavrov;16 Yoshke Liberman, by his German wife; the convert Bronisława Szczerbińska, by her sister who identified her, at Hirka Polanka, as a “Polish Catholic.” A few Łuck Jews survived in the ranks of the Soviet partisans.",1592
7966,8685.0,,rescued,"by Witold Fomienko in nearby Podhajce; Fanye Pasht, by another Ukrainian peasant named Lavrov;16 Yoshke Liberman, by his German wife; the convert Bronisława Szczerbińska, by her sister who identified her, at Hirka Polanka, as a “Polish Catholic.” A few Łuck Jews survived in the ranks of the Soviet partisans.",1592
7967,14475.0,,rescued,"by Witold Fomienko in nearby Podhajce; Fanye Pasht, by another Ukrainian peasant named Lavrov;16 Yoshke Liberman, by his German wife; the convert Bronisława Szczerbińska, by her sister who identified her, at Hirka Polanka, as a “Polish Catholic.” A few Łuck Jews survived in the ranks of the Soviet partisans.",1592
7968,7221.0,,was,Mordechai Kleinman who as a 12-year-old boy fled to work on a Polish farm in the countryside when the ghetto was set up.,1593
7969,3572.0,,burned,the police station and stole German food supplies in 1943.,1593
7970,13071.0,,set,"up branch offices in the outlying Rayon capitals, including one in Łuniniec under the command of Otto Scholl.",1596
7971,5004.0,,,"Just prior to the mass shooting, Susi Grunberg-Gelbard wrote a letter to her husband, dated September 1, 1942, describing the situation she faced in the ghetto:
I am sitting perhaps for the last time in this room, in which we were so happy, and write you a few parting words.",1596
7972,8147.0,,was,"Arno Kämpf until June 1942, while the Gendarmerie-Gebietsführer was Leutnant Philipp Rapp of the German Gendarmerie.",1605
7973,11736.0,,was,"Arno Kämpf until June 1942, while the Gendarmerie-Gebietsführer was Leutnant Philipp Rapp of the German Gendarmerie.",1605
7974,6785.0,,succeeded,him as Gebietskommissar.,1605
7975,1055.0,,According,"to survivor Jacob Biber, in the course of a subsequent Aktion about one month later, 300 Jewish women were arrested and shot in the same place.",1605
7976,1055.0,,relied,"heavily on their good pre-war relations with individual local peasants and had to change their hiding places often, owing to the generally hostile atmosphere in the area.",1605
7977,12674.0,,was,Filipp Samosiuk.,1611
7978,12148.0,,became,"a Rayon center in Gebiet Brest-Litowsk, subordinated to the Gebietskommissar (Brest-Land) Curt Rolle.",1611
7979,16639.0,,was,"Wilhelm Zinn, and the village head (sołtys) was Konrad Strunec, who had also held this position under Polish rule.",1611
7980,14335.0,,was,"Wilhelm Zinn, and the village head (sołtys) was Konrad Strunec, who had also held this position under Polish rule.",1611
7981,13818.0,,was,"Mikolai Slipchuk, formerly a teacher in a nearby school for deaf children.",1612
7982,10995.0,,was,Andrei Pestrak.,1612
7983,11371.0,,escaped,"the night before the second Aktion but left behind her two young daughters, sister, and mother.",1612
7984,,11509.0,entered,She hid in a barn and later,1612
7985,8930.0,,was,"Dov Lorber, 27, who first escaped from Maniewicze to Lishnivka, the village where his father was born.",1612
7986,11509.0,,was,"warned early on, was Yisroel Puchtik.",1612
7987,,7478.0,joined,Eventually they and others,1612
7988,13861.0,,group,"under “Maks,” a Polish commander, a major named Joseph Sobesiak, operated in the same area.",1612
7989,1659.0,,survived,"as partisans in this family camp guarded by the two partisan groups, later commanded by Soviet Col o nel Anton Brinski.",1612
7990,10995.0,,was,under investigation by the British War Crimes Inquiry when he died in the United Kingdom in the late 1980s.,1612
7991,6938.0,,was,Willy Kepke.,1620
7992,15370.0,,was,Moishe Viener.,1620
7993,3130.0,,spent,some time in the Medzhibozh ghetto and were part of the work detail transferred to Letichev after the first mass killing.,1620
7994,6021.0,,spent,some time in the Medzhibozh ghetto and were part of the work detail transferred to Letichev after the first mass killing.,1620
7995,16483.0,,ran,from the mass killing site during the executions.,1620
7996,13637.0,,committed,"suicide after the Germans ordered him to deliver more than 100 young and healthy Jews, ostensibly for labor in Kiev.",1629
7997,,12430.0,consulted,"According to Trunk, there was a youth resistance group in the ghetto, which planned to escape to the forests, but when they",1629
7998,8147.0,,became,"the Gebietskommissar, a position he held until June 1942.",1630
7999,11736.0,,became,the Gendarmerie-Gebietsführer.,1630
8000,6785.0,,replaced,"as Gebietskommissar by Erich Kassner, Kämpf’s former chief of staff (Stabsleiter).",1630
8001,12115.0,,limited,to 90 grams (3. ounces) of pumpernickel bread mixed with straw each day.,1630
8002,511.0,,was,"12-year-old Zoja Baler, who, after hiding for a few days in the empty ghetto and fleeing to the forests, found shelter for some time in a family camp protected by a well-disposed Soviet partisan commander named “Max.” Some escapees were murdered by Ukrainian bandits (Banderowcy) who roamed the forests and also killed Poles in 1943, after deserting from the local police.",1630
8003,7266.0,,returned,to Mielnica and was arrested by the Soviet authorities.,1630
8004,11827.0,,Pravoshchik,", Volka Redoshinsky, S.S. Zagurski, and A.D. Gogolyuk, for participation in the murder of Jews, Poles, and Soviet partisans in Mielnica, Kowel, and the surrounding area.",1630
8005,11752.0,,prepared,"a report for the Commanding Officer of the Security Police (KdS) in Równe in which he stated that on August 6, 1942, 102 men, 159 women, and 159 children (420 Jews in total) were “executed” (shot) in Mikaszewicze.",1631
8006,13151.0,,took,photographs for the Germans in the summer of 1942.,1631
8007,9685.0,,was,the Gebietskommissar in Iarmolintsy.,1632
8008,7337.0,,were,"the agricultural leader (Sonderführer [Landwirtschaft]), Wilhelm Knöchelmann, and his assistant, who were responsible for the various estates in Rayon Michalpol and were subordinated to the Kreislandwirt, Karl Wiegmann, in Iarmolintsy.",1632
8009,15997.0,,were,"the agricultural leader (Sonderführer [Landwirtschaft]), Wilhelm Knöchelmann, and his assistant, who were responsible for the various estates in Rayon Michalpol and were subordinated to the Kreislandwirt, Karl Wiegmann, in Iarmolintsy.",1632
8010,7337.0,,was,already a ghetto for the Jews in Mikhalpol’ on his arrival there (in around November 1941).,1632
8011,4804.0,,shot,in groups into three pits prepared nearby.,1632
8012,2437.0,,shot,"2,200 Jews.",1640
8013,1311.0,,rounded,"up all the Jews on the main street and escorted them to three large pits, which had been prepared nearby.",1640
8014,4406.0,,was,the chairman.,1644
8015,13612.0,,was,the chairman.,1644
8016,,1841.0,included,Its members,1644
8017,,5127.0,included,Its members,1644
8018,,918.0,included,Its members,1644
8019,,10338.0,included,Its members,1644
8020,,15300.0,included,Its members,1644
8021,,4609.0,included,Its members,1644
8022,12452.0,,served,as secretary.,1644
8023,4406.0,,enlarged,after its initial establishment.,1644
8024,6471.0,,included,"washing wounded soldiers’ laundry, snow removal, farmwork, and construction work in nearby Zdołbunów for the German firm Josef Jung from Solingen.",1644
8025,4272.0,,was,relatively benign.,1644
8026,13379.0,,recalls,"that “the crowd of people moved as one huge body as they were being chased to the market square by Ukrainian Schutzmänner, and that the collective scream of the victims sounded inhuman, deafening, and unbearable.” She also remembers that as she and her Aunt Natalie ran back to the house where they had been staying, to the safety of a hiding place located between the walls of two buildings, she saw a man in brown trousers, a trench coat, and a fedora hat pouring gasoline from a large rectangular can onto the houses as he ran in the opposite direction.",1644
8027,15547.0,,tried,"and convicted for their role in the ghetto liquidations in Zdołbunów, Mizocz, and Ostróg.",1644
8028,8049.0,,shot,"as alleged Soviet activists, including Chaya Kupergloz, Rivka Bar, Freydl Rivits, and Yentl Mendlkern.",1646
8029,555.0,,shot,"as alleged Soviet activists, including Chaya Kupergloz, Rivka Bar, Freydl Rivits, and Yentl Mendlkern.",1646
8030,12080.0,,shot,"as alleged Soviet activists, including Chaya Kupergloz, Rivka Bar, Freydl Rivits, and Yentl Mendlkern.",1646
8031,9632.0,,shot,"as alleged Soviet activists, including Chaya Kupergloz, Rivka Bar, Freydl Rivits, and Yentl Mendlkern.",1646
8032,4723.0,,was,also among the first victims in the summer of 1941.,1646
8033,,8860.0,included,The former shopkeeper Hashas was appointed as the first chairman of the Judenrat; other members,1646
8034,,8048.0,included,The former shopkeeper Hashas was appointed as the first chairman of the Judenrat; other members,1646
8035,16573.0,,were,"Zelig Zider, Shlomo Shakhman, Perets Tesler, and Tsvi Gring.",1646
8036,13495.0,,were,"Zelig Zider, Shlomo Shakhman, Perets Tesler, and Tsvi Gring.",1646
8037,14799.0,,were,"Zelig Zider, Shlomo Shakhman, Perets Tesler, and Tsvi Gring.",1646
8038,4908.0,,were,"Zelig Zider, Shlomo Shakhman, Perets Tesler, and Tsvi Gring.",1646
8039,10499.0,,discovered,and killed.,1646
8040,9631.0,,tried,to organize resistance.,1646
8041,5936.0,,was,Avraham Ben-Tsion Holtsker.,1646
8042,10270.0,,had,connections with people in the forests who had weapons.,1646
8043,11752.0,,established,"in Mokrowo for the Jews living there (probably together with the Jews from Sienkiewicze), at some date before August 1942, probably in the spring of 1942.",1651
8044,3116.0,,received,a written order from Adolf Eichmann that all the Jews in his area of command were to be liquidated.,1651
8045,,14849.0,received,"When Rasp objected that he had neither appropriate weapons nor ammunition for this task, he",1651
8046,3025.0,,traveled,"to Mokrowo together with the deputy Gebietskommissar in Pińsk, Alfred Ebner, to liquidate the ghetto.",1651
8047,9755.0,,named,Gebietskommissar in Kamień Koszyrski.,1657
8048,,7558.0,appointed,"At this time, Feldkommandantur 675 in Vinnitsa was responsible for the military administration of the region and had",1664
8049,4176.0,,established,under the leadership of Iosik Gas.,1664
8050,3526.0,,orgnized,"by an SD detachment from the office (Aussendienststelle) of the Security Police in Kamenets-Podolskii, headed by SS-Hauptscharführer Andreas Fermer.",1664
8051,9967.0,,,"Among those tried by the Soviet authorities for collaboration with the German occupants was Valentina Iosifovna Mohyla-Sternat, who was accused of serving as a translator for the German Gendarmerie in Murovannye Kurilovtsy and benefiting from Jewish property.",1664
8052,11025.0,,was,Leutnant Willi Petrich.,1680
8053,3526.0,,headed,by SS-Hauptscharführer Andreas Fermer.,1680
8054,,12515.0,arrested,"In addition, the authorities",1680
8055,,2702.0,appointed,"After the arrest of Roitman, the German authorities",1680
8056,,14721.0,mention,Survivor testimonies,1707
8057,1449.0,,implemented,"a series of anti-Jewish measures in Ołyka: a Jewish Council ( Judenrat) was created in the town (chaired by Faya Borodata), through which the Germans transmitted orders and commands to the Jewish population.",1707
8058,14885.0,,arrived,"in Opalin on October 2, 1942.",1709
8059,11843.0,,appointed,as the Gendarmerie-Gebietsführer in the spring of 1942.,1716
8060,9377.0,,was,Hundertschaftsführer Georg Marschall.,1729
8061,14907.0,,established,.,1729
8062,12716.0,,overseen,"by the battalion commander, SS-Obersturmbannführer Emil Sator.",1729
8063,7456.0,,made,chairman.,1729
8064,14907.0,,played,an active role in these operations.,1729
8065,9692.0,,played,an active role in these operations.,1729
8066,14906.0,,played,an active role in these operations.,1729
8067,5094.0,,played,an active role in these operations.,1729
8068,9394.0,,played,an active role in these operations.,1729
8069,4707.0,,played,an active role in these operations.,1729
8070,6707.0,,were,"Yakov Kaplan, Mendel Treiberman, and Pesach Eisenstein.",1729
8071,14985.0,,were,"Yakov Kaplan, Mendel Treiberman, and Pesach Eisenstein.",1729
8072,3157.0,,were,"Yakov Kaplan, Mendel Treiberman, and Pesach Eisenstein.",1729
8073,1875.0,,transferred,to the Ostrożec ghetto from Peremiłowka in March or April 1942.,1727
8074,2603.0,,provided,by local witnesses interviewed by Father Patrick Desbois in 2007.,1727
8075,194.0,,chosen,as first chairman of the Judenrat.,1767
8076,9893.0,,served,as acting chair because of his fluent German.,1767
8077,1351.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8078,3462.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8079,4632.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8080,2293.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8081,114.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8082,16612.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8083,4858.0,,was,"nominal chairman; Efraim Feinbron was responsible for finance; Menahem Goldman, for legal affairs; Mendl Cooper, for labor; and Moshel Aizenberg, Jechiel Zilverblat, and Meir Greenstein, for supplies.",1767
8084,3483.0,,paid,by the Judenrat.,1767
8085,2751.0,,informed,"the Judenrat, but this information was kept quiet to avoid endangering escapees and living witnesses.",1767
8086,7198.0,,was,replaced by Paul Gerhard Klein; the deputy Gebietskommissar was Alfred Ebner.,1767
8087,3025.0,,was,replaced by Paul Gerhard Klein; the deputy Gebietskommissar was Alfred Ebner.,1767
8088,5827.0,,gave,the order to “liquidate and destroy the ghetto of Pińsk immediately.” The ghetto in Pińsk was one of the last to be destroyed in Reichskommissariat Ukraine.,1767
8089,12730.0,,described,"in Captain Helmut Saur’s “Experience Report.” On October 29, SS and police units arrived in Pińsk at 4:00 a.m. and sealed off the ghetto by 4:13 a.m.",1767
8090,3025.0,,prepared,a list of 400 workers for the plywood and match factories who would be spared.,1767
8091,13543.0,,stopped,receiving new work orders and customers came to pick up their unfinished clothing.,1767
8092,9131.0,,sentenced,"to five years’ imprisonment for his role in the first killing wave (2 Ks 1/63, LG-Braun).",1767
8093,7198.0,,died,in 1945.,1767
8094,3025.0,,resulted,"in short prison sentences for members of Police Battalion 306, engaged in the second killing wave, but for medical reasons there was no conviction of deputy Gebietskommissar Alfred Ebner.",1767
8095,6084.0,,was,"Regierungsassessor Worbs, and the Gendarmerie-Gebietsführer was Leutnant der Schutzpolizei Richard Höse.",1789
8096,6389.0,,shot,113 Jews in the city.,1789
8097,14997.0,,was,"no heat, and food was sparse.",1789
8098,14884.0,,were,"terrifying—cold and hunger were common.”
According to Anna Kalika, the remaining Jews of Labun’ were brought into the Polonnoe ghetto in mid-February 1942.",1789
8099,6599.0,,brought,into the Polonnoe ghetto in mid-February 1942.,1789
8100,14997.0,,escaped,"from the ghetto before the liquidation and was hidden with her sister in the village of Kotelianka by the family of Radion Ianiuk, whom they had known previously.",1789
8101,6599.0,,transferred,"to Shepetovka in July 1942, where she survived the mass shooting by hiding in a ditch and was subsequently helped by forest wardens.",1789
8102,13492.0,,hidden,"by Anastasia Boriskina, even though part of her house was for a time occupied by the local chief of police and those found to be hiding Jews were threatened with the death penalty.",1789
8103,1429.0,,hidden,"by Anastasia Boriskina, even though part of her house was for a time occupied by the local chief of police and those found to be hiding Jews were threatened with the death penalty.",1789
8104,15948.0,,was,the Gebietskommissar from late 1941.,1792
8105,2693.0,,appears,"to be corroborated in the diary of Michael Diment, who records an encounter with another Jewish survivor, Yankel, who had briefly hidden in the burned-out homes in Poryck after the mass killing there.",1792
8106,12439.0,,found,"refuge with a local priest whom she knew near Łokacze, who gave her shelter and trained her to pass as a Christian.",1792
8107,6817.0,,were,"Basia Katz (née Eisenberg), who escaped with her entire family and migrated to Canada after the war, and Bella Fleishman.",1795
8108,3702.0,,were,"Basia Katz (née Eisenberg), who escaped with her entire family and migrated to Canada after the war, and Bella Fleishman.",1795
8109,15465.0,,carried,out these measures.,1801
8110,8766.0,,appointed,its chairwoman.,1801
8111,4979.0,,stated,that “Jewish policemen” assembled the Jews for work.,1801
8112,8317.0,,helped,many people in the ghetto.,1801
8113,12649.0,,organized,a large-scale Aktion against the Jews in which the main ghetto was liquidated.,1801
8114,5224.0,,sent,to Proskurov to investigate the circumstances of these deaths.,1801
8115,8320.0,,testified,that in Proskurov “the shooting lasted several hours.,1801
8116,10652.0,,testified,"after the war that Germans “shot them [Jews] point-blank in the back of the head and threw the children alive into pits.”
Including those brought into the city from outside, more than 12,000 Jewish civilians are believed to have perished in Proskurov.",1801
8117,,4918.0,saved,Policeman Ivanov,1801
8118,8317.0,,saved,"the life of Hana Gritsershteyn by sneaking her into the house of Volodymyr Lanko, who hid Hana and Byata Beyter for 11 months.",1801
8119,,1043.0,hid,"Policeman Ivanov saved the life of Hana Gritsershteyn by sneaking her into the house of Volodymyr Lanko, who",1801
8120,4979.0,,were,among those Jews who escaped to Transnistria.,1801
8121,4904.0,,were,among those Jews who escaped to Transnistria.,1801
8122,16436.0,,was,"appointed as mayor, and initially Misza Zalewski was head of the local Ukrainian police.",1830
8123,4059.0,,took,"over as chairman of the Judenrat in the summer of 1941 after its first head, Viderhorn, an assimilated Jew from Hungary who spoke German, resigned his post once he realized the Judenrat was only a tool for the Germans to extort money from the Jews.",1830
8124,10773.0,,remembered,"for their crimes were the brothers Vladimir and Arsenti Panasiok, the brothers Georgi and Ivan Palamarchok, and Aleksei Skivchok.",1833
8125,,10745.0,remembered,Among other Ukrainians,1833
8126,,13789.0,remembered,Among other Ukrainians,1833
8127,,8562.0,included,The members,1833
8128,,10034.0,included,The members,1833
8129,,14694.0,included,The members,1833
8130,,4987.0,included,The members,1833
8131,8832.0,,took,poison to end his life at home.,1833
8132,13566.0,,assigned,to collect the victims’ clothing and other belongings and bring them to a German warehouse.,1833
8133,1112.0,,Among,the Jewish partisan leaders remembered were “Yudl” (from the village of Sopaczew) and Pesach Bindes.,1833
8134,8147.0,,was,"Regierungsrat Arno Kämpf, and the Gendarmerie-Gebietsführer was Leutnant der Gendarmerie Philipp Rapp.",1837
8135,11736.0,,was,"Regierungsrat Arno Kämpf, and the Gendarmerie-Gebietsführer was Leutnant der Gendarmerie Philipp Rapp.",1837
8136,6785.0,,took,over the duties of Gebietskommissar.,1837
8137,13510.0,,forbidden,"to leave the village, and they were subjected to systematic beatings by the Ukrainian police.",1837
8138,13610.0,,recalls,"that he hid in the cellar of his house during the Aktion before fleeing to a forest warden whom he knew, where he worked for a while.",1837
8139,13886.0,,arrived,to restore order and temporarily disarmed the Ukrainian police.,1850
8140,13828.0,,established,in Rokitno.,1850
8141,,7423.0,had,It,1850
8142,,1111.0,had,It,1850
8143,,6845.0,had,It,1850
8144,,13914.0,had,It,1850
8145,7356.0,,was,"part of Generalkommissariat Wolhynien und Podolien, and the city also served as the capital of Reichskommissariat Ukraine and the residence of the Reichskommissar, Gauleiter Erich Koch.",1872
8146,8777.0,,was,SS-Sturmbannführer Herrmann Ling.,1872
8147,11565.0,,served,as the KdS until October 1943.,1872
8148,5014.0,,was,"also a Ukrainian Criminal Police force, headed by Petr Grushevski.",1872
8149,7568.0,,was,"also the location of the headquarters of the Höherer SS- und Polizeiführer, SS-Brigadeführer Gerret Korsemann.",1872
8150,955.0,,was,"Dr. Moshe Bergmann, the headmaster of a local gymnazium (high school).",1872
8151,14385.0,,committed,suicide around this time.,1872
8152,6471.0,,was,an eyewitness to the liquidation of the Równe ghetto.,1872
8153,4798.0,,was,an eyewitness to the liquidation of the Równe ghetto.,1872
8154,14386.0,,shot,in 1943 for helping the Jews.,1872
8155,7568.0,,sentenced,to 18 months in prison.,1872
8156,13143.0,,made,the Gendarmerie-Gebietsführer in the spring of 1942.,1882
8157,742.0,,commanded,by Hauptmann der Polizei Alfred Beber.,1882
8158,9330.0,,organized,to assist the Judenrat in its tasks.,1882
8159,4269.0,,organized,"a few men into a resistance group, named for Samson’s final cry: “Let my soul perish with the Philistines!” Among the members were Portnoy, Simcha Monk, and Moshe Pikmann.",1882
8160,10002.0,,were,"Portnoy, Simcha Monk, and Moshe Pikmann.",1882
8161,11124.0,,were,"Portnoy, Simcha Monk, and Moshe Pikmann.",1882
8162,9742.0,,killed,"around 1,400   people with machine guns in the course of two days.",1882
8163,11315.0,,administered,"the village, and German officials visited periodically to check on things.",1892
8164,15369.0,,led,"the condemned Jews in a confessional (vidui) prayer, which many small children repeated after him word for word.",1892
8165,15089.0,,assisted,"the flight of many ghetto inhabitants on the eve of the liquidation, although he remained behind for family reasons.",1892
8166,6771.0,,was,Stanislav Kashperuk.,1897
8167,9851.0,,was,"an ethnic German, Eduard Miller, who replaced Kashperuk as the head of the police.",1897
8168,10384.0,,set,"up, and it was headed by an ethnic German named Konstantin Neyman.",1897
8169,7634.0,,killed,dozens of Jews and earned a reputation for his cruelty.,1897
8170,4804.0,,headed,by SS-Hauptscharführer Karl Graf.,1897
8171,14215.0,,conclude,"that sick people should not be sent out to work, to ensure that the infectious diseases were not spread outside the ghetto.",1897
8172,6203.0,,given,"by N. Ivanets, the doctor’s assistant.",1897
8173,1749.0,,managed,"to escape from her hiding place in the ghetto at night, after creating a hole in the barbed wire with her bare hands.",1897
8174,11951.0,,,"According to Jewish survivor Sonia Resnick-Tetelbaum, in February 1942, the German authorities established a ghetto in Sienkiewiczówka.",1906
8175,10444.0,,indicates,that the ghetto was surrounded by barbed wire and guarded by the Ukrainian police.,1906
8176,6084.0,,was,"Regierungsassessor Worbs, and the Gendarmerie-Gebietsführer was Leutnant der Schutzpolizei Richard Höse.",1924
8177,13319.0,,served,as the Generalkommissar and the immediate superior of Worbs.,1924
8178,7820.0,,was,located in Slavuta; the company commander was Oberleutnant der Polizei and SS-Obersturmführer Engelbert Kreuzer.,1924
8179,1023.0,,took,"place in Berezdov (152 people),4 in Annopol’ (over 100 people),5 and in Kilikiev (several dozen people).",1924
8180,15577.0,,spent,one night in Smotrich on his way to Kamenets-Podolskii.,1939
8181,12148.0,,became,"the first Gebietskommissar, and he was replaced later by SA-Standartenführer Curt Rolle.",1965
8182,4288.0,,became,the Gendarmerie-Gebietsführer.,1965
8183,10280.0,,confined,"in the Starokonstantinov ghetto for several months together with other Jews from the Gebiet, before being killed when the ghetto was liquidated at the end of November 1942.",1965
8184,5174.0,,named,Piotr Gutzol often brought food into the ghetto to help a young Jewish woman named Anna Berman.,1966
8185,,976.0,help,"According to research conducted by Yad Vashem to honor the Righteous Among the Nations, a young non-Jew named Piotr Gutzol often brought food into the ghetto to",1966
8186,5174.0,,found,"the ghetto empty, he went to Kamenets-Podolskii and managed to get Anna Berman out of the ghetto there with the help of fake identity papers.",1966
8187,,976.0,get,"When Piotr Gutzol found the ghetto empty, he went to Kamenets-Podolskii and managed to",1966
8188,12148.0,,was,"Regierungsrat Schröder, who was later replaced by SA-Standartenführer Curt Rolle.",1970
8189,4288.0,,was,Leutnant der Gendarmerie Otto Gent.,1970
8190,4804.0,,created,"in Starokonstantinov, headed by SS-Hauptscharführer Karl Graf.",1970
8191,10280.0,,recalls,arriving in the empty ghetto with about 400 others from Ostropol’ just after the previous inmates had been shot.,1970
8192,12644.0,,cordoned,off the execution site.,1970
8193,10280.0,,recognized,"another Jewish woman from her village of Chishniki who was trying to flee, but the cordon guards shot her.",1970
8194,12609.0,,were,"primarily responsible for the Aktion of August 3, 1941.",1970
8195,12934.0,,were,"primarily responsible for the Aktion of August 3, 1941.",1970
8196,15126.0,,were,"primarily responsible for the Aktion of August 3, 1941.",1970
8197,15974.0,,was,"SA-Standartenführer Löhnert, and the Gendarmerie-Gebietsführer was Leutnant der Schutzpolizei Wilhelm Wichmann.",1975
8198,7873.0,,named,Sasha Krumf.,1975
8199,,5177.0,chose,They,1975
8200,15251.0,,chose,"Avraham Guz for this position, and Josef Vaks, who knew German well, as vice-chair.",1975
8201,5079.0,,made,secretary.,1975
8202,,959.0,appointed,"On his arrival, Dziembowski ordered the Jews to parade and",1980
8203,15547.0,,served,"as head of the Gendarmerie post from April 25 to July 4, 1942.",1980
8204,14762.0,,was,Oberleutnant der Polizei Heinz-Dieter Teltz.,1980
8205,11752.0,,coordinated,"by the Security Police outpost (Sipo-Aussendienststelle) in Pińsk, which from May to November 1942 was commanded by SS-Sturmscharführer Wilhelm Rasp.",1980
8206,14802.0,,enclosed,"on one side by the Bank River, consisted of America Street, part of Kostsushki Street on both sides as far as the house of Rabbi Ephraim Tessler, and also Burkan Street and both sides of Dąbrowski Street.",1980
8207,10976.0,,tried,"to raise people’s spirits, exclaiming with complete faith, “Jews, we will once more merit the defeat of Amalek and imminent salvation!” (Amalek is a biblical figure who led his army to attack the Jews [Exodus 17:8–16].",1980
8208,5865.0,,use,"the term Amalek [or Amalekite] to refer to Adolf Hitler or the Nazis, and the comparison is still made today.)",1980
8209,11752.0,,committed,suicide in West Germany in the early 1960s while under investigation for war crimes.,1980
8210,11044.0,,sentenced,"to 15 years and to 3 years and 6 months in prison, respectively.",1980
8211,14762.0,,sentenced,"to 15 years and to 3 years and 6 months in prison, respectively.",1980
8212,14660.0,,established,", initially consisting of just a few policemen, but by 1943 there were 22 policemen serving there, commanded by Gregori Tabala.",2036
8213,2828.0,,was,Werner Dressler.,2036
8214,6764.0,,described,"the ghetto: “[F]rom the very first days of the occupation, the whole Jewish population living in Tomaszówka was herded by the Germans into a camp, which was called a ghetto.",2036
8215,7329.0,,described,"his work for the Organisation Todt (OT), including bridge and housing construction.",2036
8216,6764.0,,describes,"a shooting Aktion at the end of April 1942, although in his opinion the victims probably came from the Domaczów ghetto.",2036
8217,6764.0,,witness,", Kiril Karvat, confirmed in the 1990s that “in September 1942, together with my friend … we saw the Jews from the Tomaszówka ghetto being escorted by Gestapo soldiers and policemen….",2036
8218,15311.0,,stated,"that “Jewish artisans and families, about 30 people in all, were accommodated in several houses on the outskirts of Tomaszówka, surrounded by barbed wire.",2036
8219,5666.0,,recalls,that members of the squadron served as perimeter guards during the Tomaszówka ghetto liquidation.,2036
8220,8771.0,,was,Regierungsassessor Heinrich Lindner.,2037
8221,,6758.0,introduced,"In the summer and fall of 1941, the German authorities",2037
8222,784.0,,was,Regierungsrat Werner Beer.,2046
8223,15581.0,,recalled,: “[T]he ghetto was an open ghetto.,2046
8224,13252.0,,were,"the chairman of the Judenrat, Hershel Schwarzman, and his deputy, Meir Himmelfarb.",2046
8225,5826.0,,were,"the chairman of the Judenrat, Hershel Schwarzman, and his deputy, Meir Himmelfarb.",2046
8226,15581.0,,used,some of the tombstones in the cemetery as cover as he tried to reach the forests.,2046
8227,8147.0,,was,"the Gebietskommissar in Kowel until June 1942, and Leutnant der Gendarmerie Philipp Rapp was appointed Gendarmerie-Gebietsführer.",2049
8228,11736.0,,appointed,Gendarmerie-Gebietsführer.,2049
8229,6785.0,,was,his chief of staff (Stabsleiter) Erich Kassner.,2049
8230,4444.0,,served,as chairman.,2049
8231,15948.0,,was,"Wilhelm Westerheide, who had assumed his post by the beginning of November 1941, and the SS- und Polizei-Gebietsführer from July 1942 was Leutnant der Gendarmerie Grigat.",2064
8232,3073.0,,became,"a Rayon center within Gebiet Dunajewzy, where the Gebietskommissar was Gemeinschaftsführer Eduard Eggers.",2093
