Index,Designation,First Name,Alt First Name,Middle Name,Last Name,Alt Last Name,Title,Place,Organization
8263,Individual,Henryk,,,Landau,,,,
8264,Individual,Herbert,,,Landau,,,,
8265,Individual,Izu,,,Landau,,,,
8266,Individual,Leibel,,,Landau,,,,
8267,Individual,Nachman,,,Landau,,,,
8268,Individual,Zygmunt,,,Landau,,,,
8269,Individual,,,,Landdorfer,,,,
8270,Individual,Berek,,,Lander,,,,
8271,Individual,Buzi,,,Landesberg,,,,
8272,Individual,Hans,,,Landesberg,,,,
8273,Individual,Henryk,,,Landesberg,,,,
8274,Individual,Otto,,,Landhauser,,,,
8275,Individual,,,,Landmann,,,,
8276,Individual,,,,Landsberg,,,,
8277,Individual,D.,,,Landsberg,,,,
8278,Individual,Hans,,,Landshut,,,,
8279,Individual,,,,Landsman,,,,
8280,Individual,,,,Lang,,,,
8281,Individual,Carlo,,Alberto,Lang,,,,
8282,Individual,Hermann,,,Langbein,,,,
8283,Individual,,,,Lange,,,,
8284,Individual,Anton,,,Lange,,,,
8285,Individual,Erwin,,,Lange,,,,
8286,Individual,Gustav,,,Lange,,,,
8287,Individual,Herbert,,,Lange,,,,
8288,Individual,Karl,,,Lange,,,,
8289,Individual,Konrad,,,Lange,,,,
8290,Individual,Rudolf,,,Lange,,,,
8291,Individual,Walter,,,Lange,,,,
8292,Individual,Wilhelm,,,Lange,,,,
8293,Individual,Josef,,,Langenmeier,,,,
8294,Individual,,,,Langer,,,,
8295,Individual,Abraham,,,Langer,,,,
8296,Individual,Edmund,,,Langer,,,,
8297,Individual,Emanuel,,,Langer,,,,
8298,Individual,Marcel,,,Langer,,,,
8299,Individual,Israel,,,Langerman,,,,
8300,Individual,Leonid,,,Langerman,,,,
8301,Individual,Abish,,,Langern,,,,
8302,Individual,,,,Langfeld,,,,
8303,Individual,August,,,Langfeld,,,,
8304,Individual,Otto,,,Langfelder,,,,
8305,Individual,Wilhelm,,,Langheld,,,,
8306,Individual,Wolfgang,,,Langhoff,,,,
8307,Individual,Walter,,Adolf,Langleist,,,,
8308,Individual,J.,,M.,Langley,,,,
8309,Individual,Yankl-Leyb,,,Langman,,,,
8310,Individual,,,,Langner,,,,
8311,Individual,Arthur,,,Langner,,,,
8312,Individual,Johann,,,Langowski,,,,
8313,Individual,Paul,,,Langräbe,,,,
8314,Individual,Carl,,,Languth,,,,
8315,Individual,Avraham,,,Langvald,,,,
8316,Individual,,,,Langwiesen,,,,
8317,Individual,Volodymyr,,,Lanko,,,,
8318,Individual,,,,Lansill,,,,
8319,Individual,,,,Lansky,,,,
8320,Individual,E.,,,Lantsman,,,,
8321,Individual,Ernest,,,Lanz,,,,
8322,Individual,Hubert,,,Lanz,,,,
8323,Individual,Leonard,,J.,Lanzilotti,,,,
8324,Individual,V.,,,Lapchuk,,,,
8325,Individual,Zisser,,,Lapides,,,,
8326,Individual,,,,Lapis,,,,
8327,Individual,Raymond,,,Laporte,,,,
8328,Individual,,,,Lapsch,,,,
8329,Individual,Efsel,,,Lapsker,,,,
8330,Individual,,,,Lapunov,,,,
8331,Individual,Pierre,,,Lardin,,,,
8332,Individual,Bill,,,Larin,,,,
8333,Individual,Marie,,,Larischová,,,,
8334,Individual,Wilhelm,,,Larmann,,,,
8335,Individual,Alfred,,,Larsen,,,,
8336,Individual,Gunnar,,,Larsen,,,,
8337,Individual,Karl,,,Lasch,,,,
8338,Individual,,,,Laschke,,,,
8339,Individual,Mordechai,,,Laski,,,,
8340,Individual,Yitshak,,,Laski,,,,
8341,Individual,M.,,,Laskier,,,,
8342,Individual,Mosze/Mietek,,,Lasko,,,,
8343,Individual,Eliahu,,,Laskowsky,,,,
8344,Individual,Benjamin,,,Lasman,,,,
8345,Individual,Stefan,,,Lason,,,,
8346,Individual,Hans,,,Lasse,,,,
8347,Individual,Jean,,,Lasselle,,,,
8348,Individual,Manya,,,Laster,,,,
8349,Individual,Jambor,,,Laszlor,,,,
8350,Individual,Menke,,,Lat,,,,
8351,Individual,Motke,,,Lat,,,,
8352,Individual,Heinrich,,,Lathan,,,,
8353,Individual,Dejazmach,,,Latibalu,,,,
8354,Individual,,,,Lattal,,,,
8355,Individual,Angelo,,,Lattarulo,,,,
8356,Individual,Hans,,,Latter,,,,
8357,Individual,Heinrich,,von,Lattorff,,,,
8358,Individual,Moshe,,Chaim,Lau,,,,
8359,Family,,,,Laub,,,,
8360,Individual,Frima,,,Laub,,,,
8361,Individual,,,,Laubenthal,,,,
8362,Individual,Ernst,,,Lauckert,,,,
8363,Individual,Jerzy,,,Laudański,,,,
8364,Individual,,,,Laudenbach,,,,
8365,Individual,Theodor,,,Laue,,,,
8366,Individual,,,,Laufer,,,,
8367,Individual,Benzion,,,Laufer,,,,
8368,Individual,Henryk,,,Laufer,,,,
8369,Individual,Josef,,,Laufer,,,,
8370,Individual,,,,Laurelli,,,,
8371,Individual,Maurice,,,Laurens,,,,
8372,Individual,,,,Laurent,,,,
8373,Individual,A.,,,Laurian,,,,
8374,Individual,Hermann,,,Lausch,,,,
8375,Individual,Josef,,,Lauscher,,,,
8376,Individual,Hugo,,,Lausterer,,,,
8377,Individual,Wilhelm,,,Lautenschlager,,,,
8378,Individual,Henri,,,Lautier,,,,
8379,Individual,Chaskel,,,Lautmann,,,,
8380,Individual,Célestin,,,Lavabre,,,,
8381,Individual,Pierre,,,Laval,,,,
8382,Individual,Semen,,,Lavochkin,,,,
8383,Individual,,,,Lavranos,,,,
8384,Individual,Nina,,,Lavrenchuk,,,,
8385,Individual,,,,Lavrov,,,,
8386,Individual,Karl,,,Lawonn,,,,
8387,Individual,Aleksandra,,,Lawrik,,,,
8388,Individual,Carl,,,Lazar,,,,
8389,Individual,Dvora,,,Lazar,,,,
8390,Individual,Symcha/Simhah,,,Lazar,,,,
8391,Individual,Leon,,,Lazarov,,,,
8392,Individual,Cristea,,,Lazarovici,,,,
8393,Individual,Frida,,,Lazarovici,,,,
8394,Individual,Iancu,,,Lazarovici,,,,
8395,Individual,Shmuel,,David,Lazarovitch,,,,
8396,Individual,Faigel/Fanya,,,Lazebnik,,,,
8397,Individual,,,,Lazerson,,,,
8398,Individual,Ivan,,,Lazugo,,,,
8399,Individual,,,,Lazurik,,,,
8400,Individual,Fedora,,,Lazzaroni Matteucci,,,,
8401,Individual,Ion,,,Lazăr,,,,
8402,Individual,Lazăr,,D.,Lazăr,,,,
8403,Individual,,,,Lašas,,,,
8404,Individual,,,,Le Bideau,,,,
8405,Individual,Pierre,,,Le Brun,,,,
8406,Individual,Paul,,,Le Caër,,,,
8407,Individual,Hans,,,le Coutre,,,,
8408,Individual,,,,Le Cuen,,,,
8409,Individual,Paul,,,le Goupil,,,,
8410,Individual,Veuve,,,Le Picard,,,,
8411,Individual,Jean,,Baptiste,Lebas,,,,
8412,Individual,Stanisław,,,Lebiedyński,,,,
8413,Individual,Albert,,,Lebrun,,,,
8414,Individual,Robert,,,Lebègue,,,,
8415,Individual,Bernard,,,Lecache,,,,
8416,Individual,Albert,,,Lecal,,,,
8417,Individual,Angelo,,,Lecca,,,,
8418,Individual,Joseph,,,Leccia,,,,
8419,Individual,Ghidion,,,Lecher,,,,
8420,Individual,Georg,,,Lechleiter,,,,
8421,Individual,Franz,,,Lechthaler,,,,
8422,Individual,Philippe,,,Leclerc de Hauteclocque,,,,
8423,Individual,Louis,,,Leclercq,,,,
8424,Individual,,,,Leder,,,,
8425,Individual,Ernst,,,Lederer,,,,
8426,Individual,Liuba,,,Lederhendler,,,,
8427,Individual,,,,Lederman,,,,
8428,Individual,Gershon,,,Lederman,,,,
8429,Individual,Josek,,,Lederman,,,,
8430,Individual,Maryś,,,Lederman,,,,
8431,Individual,Szlama,,,Lederman,,,,
8432,Individual,Gershon,,,Ledermann,,,,
8433,Individual,Basia,,,Ledowicka,,,,
8434,Individual,,,von,Leeb,,,,
8435,Individual,,,,Leers,,,,
8436,Individual,Kurt,,,Leeser,,,,
8437,Individual,Jean,,,Lefevre,,,,
8438,Individual,Kurt-Hermann,,,Lefevre,,,,
8439,Individual,Israel,,,Lefkowitz,,,,
8440,Individual,,,,Legeay,,,,
8441,Individual,,,,Legenda,,,,
8442,Individual,Boleslav,,,Legovec,,,,
8443,Individual,Jakov,,,Legovi,,,,
8444,Individual,Józef,,,Legun,,,,
8445,Individual,,,,Lehmann,,,,
8446,Individual,Gerhard,,,Lehmann,,,,
8447,Individual,Josef,,,Lehmann,,,,
8448,Individual,Max,,,Lehmann,,,,
8449,Individual,Werner,,,Lehmann,,,,
8450,Individual,Otto,,,Lehner,,,,
8451,Individual,Karl,,,Lehnert,,,,
8452,Individual,Heinrich,,,Lehnhard,,,,
8453,Individual,Zsigmond,,,Lehnár,,,,
8454,Individual,,,,Lehrburger,,,,
8455,Individual,Gheorghe,,,Lehrer,,,,
8456,Individual,,,,Lehuraux,,,,
8457,Individual,Willi,,,Lehwalder,,,,
8458,Individual,Gertrud,,,Leibbrand,,,,
8459,Family,,,,Leibel,,,,
8460,Individual,Zalman,,,Leibel,,,,
8461,Individual,Franz,,,Leibl,,,,
8462,Individual,,,,Leible,,,,
8463,Individual,,,,Leibman,,,,
8464,Individual,Lua,,,Leibovici,,,,
8465,Individual,Mendel,,,Leibovitch,,,,
8466,Individual,Yosel,,,Leibovitch,,,,
8467,Individual,Jeremiah,,,Leibowicz,,,,
8468,Individual,Simon,,,Leibowitsch,,,,
8469,Individual,Yuhan,,Ivanovich,Leiburg,,,,
8470,Individual,Johann,,,Leicht,,,,
8471,Individual,Józef,,,Leichter,,,,
8472,Individual,Leo,,,Leidenroth,,,,
8473,Individual,Peter,,,Leideritz,,,,
8474,Individual,Samuel,,,Leidner,,,,
8475,Individual,Vera,,,Leigh,,,,
8476,Individual,Hersch,,,Lein,,,,
8477,Individual,,,,Leinemann,,Hauptmann z.V.,,
8478,Individual,Shmuel,,Shlomo,Leiner,,,,
8479,Individual,Josef,,,Leipold,,,,
8480,Individual,Alfred,,,Leisten,,,,
8481,Individual,Fiete,,,Leistner,,,,
8482,Individual,Johann,,,Leitameier,,,,
8483,Individual,Karl,,,Leiter,,,,
8484,Individual,Karl,,,Leiterholt,,,,
8485,Individual,,,,Leitman,,,,
8486,Individual,Józef,,,Leitman,,,,
8487,Individual,Josef,,,Leitpold,,,,
8488,Individual,,,,Leitus,,,,
8489,Family,,,,Leizer,,,,
8490,Individual,Mindell,,,Leizer,,,,
8491,Individual,Zusman,,,Lejbowicz,,,,
8492,Individual,,,,Lejbusiewicz,,,,
8493,Individual,Szlama,,,Lejderman,,,,
8494,Individual,Berl,,,Lejwin,,,,
8495,Individual,Wigdor/Wolf,,,Lejzerzon,,,,
8496,Individual,Max,,,Lell,,,,
8497,Individual,Karl,,,Lellesch,,,,
8498,Individual,Victor,,,Lellouche,,,,
8499,Individual,Riva,,,Lel’chuk,,,,
8500,Individual,Andreas,,,Lembeck,,,,
8501,Individual,Jaakov,,,Lemberg,,,,
8502,Individual,Leon,,,Lemberg,,,,
8503,Individual,Chaim,,,Lemberger,,,,
8504,Individual,Karl,,,Lemke,,,,
8505,Individual,Ursula,,,Lemke,,,,
8506,Individual,,,,Lemmen,,,,
8507,Individual,Antoine,,,Lemoine,,,,
8508,Individual,Guy,,,Lemordant,,,,
8509,Individual,Antoni,,,Len,,,,
8510,Individual,,,,Lenau,,,,
8511,Individual,,,,Lenczicki,,,,
8512,Individual,Shaindla,,,Lender,,,,
8513,Individual,Hersz,,Lejzor,Lendor,,,,
8514,Individual,Cwi,,,Lenemann,,,,
8515,Individual,,,,Lengen,,,,
8516,Individual,Josef,,,Lengl,,,,
8517,Individual,Philipp,,,Lenhart,,,,
8518,Individual,V.,,I.,Lenin,,,,
8519,Individual,Hans,,,Lenk,,,,
8520,Individual,Kurt,,,Lenk,,,,
8521,Individual,Dawid,,,Lenkowicz,,,,
8522,Individual,Boris,,,Lentić,,,,
8523,Individual,August,,,Lentz,,,,
8524,Individual,Arnold,,,Lentzen,,,,
8525,Individual,,,,Lenz,,,,
8526,Individual,Hans-Friedrich,,,Lenz,,,,
8527,Individual,Hildegard,,,Lenz,,,,
8528,Individual,Otto,,,Lenz,,,,
8529,Individual,,,,Lenzian,,,,
8530,Individual,Heisner,,,Leon,,,,
8531,Individual,Virgil,,,Leonaş,,,,
8532,Individual,,,,Leonczyk,,,,
8533,Individual,Rudolf,,,Leonhard,,,,
8534,Individual,Walter,,,Leonhard,,,,
8535,Individual,Friedrich,,,Leopold,,,,
8536,Individual,King of Belgium,,,Leopold,,,,
8537,Individual,,,,Leoveanu,,,,
8538,Individual,,,von,Lepel,,,,
8539,Individual,,,,Lepple,,Oberstleutnant Dr.,,
8540,Individual,Alain,,,LeRay,,,,
8541,Individual,Chaim,,,Lerer,,,,
8542,Individual,,,,Lerhaft,,,,
8543,Individual,Pinchas,,,Lerman,,,,
8544,Family,,,,Lerner,,,,
8545,Individual,A.,,,Lerner,,,,
8546,Individual,Emil,,,Lerner,,,,
8547,Individual,Evgeniia,,,Lerner,,,,
8548,Individual,Gizela,,,Lerner,,,,
8549,Individual,Icek,,,Lerner,,,,
8550,Individual,Rony,,,Lerner,,,,
8551,Individual,Sima,,,Lerner,,,,
8552,Individual,Stel,,,Lerner,,,,
8553,Individual,Szłom,,,Lerner,,,,
8554,Individual,Gilbert,,,Lesage,,,,
8555,Individual,,,,Lescher,,,,
8556,Individual,Stepan,,,Leshkevich,,,,
8557,Individual,Henry,,,Leshno,,,,
8558,Individual,Kola,,,Leskiv,,,,
8559,Individual,,,,Leskovskii,,,,
8560,Individual,,,,Leslau,,,,
8561,Individual,Izaak,,,Lesman,,,,
8562,Individual,Zelig,,,Lesnik,,,,
8563,Individual,Clemens,,,Lessmann,,,,
8564,Individual,Max,,,Lessner,,,,
8565,Family,,,,Leszczyński,,,,
8566,Individual,Bolesław,,,Leszczyński,,,,
8567,Individual,Jan,,,Leszka,,,,
8568,Individual,Szlama,,,Leszman,,,,
8569,Individual,,,,Leszmann,,,,
8570,Individual,,,,Lesznar,,,,
8571,Individual,,,,Les’ko,,,,
8572,Individual,Mikuláš,,,Letko,,,,
8573,Individual,Hans,,,Leuchter,,,,
8574,Individual,Karl,,,Leukel,,,,
8575,Individual,Marta,,,Leuschner,,,,
8576,Individual,Wilhelm,,,Leuschner,,,,
8577,Individual,Zlato,,,Levak,,,,
8578,Individual,Naftali,,,Levenson,,,,
8579,Individual,David,,,Levenstadt,,,,
8580,Individual,Shimon,,,Leveranchik,,,,
8581,Individual,Boris,,Veniaminovich,Levertov,,,,
8582,Individual,,,,Levi,,,,
8583,Individual,Annette,,,Levi,,,,
8584,Individual,Hermann,,,Levi,,,,
8585,Individual,Nisim,,Isak,Levi,,,,
8586,Individual,Primo,,,Levi,,,,
8587,Individual,Sami,,Moshe,Levi,,,,
8588,Individual,Mykolas,,,Levickas,,,,
8589,Individual,,,,Levin,,,,
8590,Individual,Abram,,,Levin,,,,
8591,Individual,Alter,,,Levin,,,,
8592,Individual,Aron,,,Levin,,,,
8593,Individual,Baruch,,,Levin,,,,
8594,Individual,Boris,,,Levin,,,,
8595,Individual,David,,,Levin,,,,
8596,Individual,Josef,,,Levin,,,,
8597,Individual,Leib,,,Levin,,,,
8598,Individual,Lipa,,,Levin,,,,
8599,Individual,Moshe,,,Levin,,,,
8600,Individual,Rav,,,Levin,,,,
8601,Individual,Roma,,,Levin,,,,
8602,Individual,Sara,,,Levin,,,,
8603,Individual,Yitschak,,Mendel,Levin,,,,
8604,Individual,Ovsiejus,,,Levinas,,,,
8605,Individual,,,,Levine,,,,
8606,Individual,Charles,,,Levine,,,,
8607,Individual,David,,,Levine,,,,
8608,Individual,Josel,,,Levine,,,,
8609,Individual,Laure,,,Levine,,,,
8610,Individual,Szymon,,,Levine,,,,
8611,Individual,Yosef ben Israel,,,Levine,,,,
8612,Individual,Edmundas,,,Levinskis,,,,
8613,Individual,Errikos,,,Levis,,,,
8614,Individual,Moshe,,,Levit,,,,
8615,Individual,Pesja,,,Levit,,,,
8616,Individual,Zussel,,,Levit,,,,
8617,Individual,Shlena,,,Levitan,,,,
8618,Individual,,,,Levitsky,,,,
8619,Individual,Yekel,,,Levkovitz,,,,
8620,Individual,Jean,,,Levy,,,,
8621,Individual,Kurt,,,Levy,,,,
8622,Individual,Max,,,Levy,,,,
8623,Individual,Nachum,,,Levy,,,,
8624,Individual,Rachel,,Philipson,Levy,,,,
8625,Individual,Zdenka,,,Levy,,,,
8626,Individual,Simone,,,Levy: Michel-Levy,,,,
8627,Individual,,,,Lew,,,,
8628,Family,,,,Lew,,,,
8629,Individual,Dyzia,,,Lew,,,,
8630,Individual,Jakub,,,Lewaj,,,,
8631,Individual,Stanisława,,,Lewandowska,,,,
8632,Individual,E.,,,Lewandowski,,,,
8633,Individual,Franciszek,,,Lewandowski,,,,
8634,Individual,Wacław,,,Lewandowski,,,,
8635,Individual,David,,,Lewartowski,,,,
8636,Individual,Maria,,,Lewczuk,,,,
8637,Individual,Szymon,,,Lewenstein,,,,
8638,Individual,Abraham,,,Lewi,,,,
8639,Individual,Fiszel,,,Lewi,,,,
8640,Individual,Perl,,,Lewi,,,,
8641,Individual,,,,Lewicki,,,,
8642,Individual,,,,Lewin,,,,
8643,Family,,,,Lewin,,,,
8644,Individual,Chaim,,Elie,Lewin,,,,
8645,Individual,David,,,Lewin,,,,
8646,Individual,Gershon,,,Lewin,,,,
8647,Individual,Herbert,,,Lewin,,,,
8648,Individual,Isidor,,,Lewin,,,,
8649,Individual,Józel,,,Lewin,,,,
8650,Individual,Kurt,,,Lewin,,,,
8651,Individual,M.,,,Lewin,,,,
8652,Individual,Nuchym,,,Lewin,,,,
8653,Individual,Sonia,,,Lewin,,,,
8654,Individual,Szymon,,,Lewin,,,,
8655,Individual,Jona,,,Lewinowicz,,,,
8656,Individual,Golda,,Geller,Lewinsohn Klein,,,,
8657,Individual,David,,,Lewinson,,,,
8658,Individual,Berl,,,Lewintin,,,,
8659,Individual,Luba,,,Lewintin,,,,
8660,Individual,Alter,,,Lewkowicz,,,,
8661,Individual,Izrael,,,Lewkowicz,,,,
8662,Individual,J.,,,Lewkowicz,,,,
8663,Individual,Samuel,,,Lewkowicz,,,,
8664,Individual,Stanisław,,Szloma,Lewkowicz,,,,
8665,Individual,Zygmunt/Selig/Zelik,,,Lewkowicz,,,,
8666,Individual,Robert,,,Ley,,,,
8667,Individual,Joachim von der,,,Leyen,,,,
8668,Individual,Sarra,,,Leyenson,,,,
8669,Individual,Ernst,,Ludwig,Leyser,,,,
8670,Individual,Margot,,,Leyser,,,,
8671,Individual,Alter,,,Leyter,,,,
8672,Individual,Yehuda,,,Leytler,,,,
8673,Individual,Salvatore,,,Li Voti,,,,
8674,Family,,,,Liakhovski,,,,
8675,Individual,L.,,A.,Liakhovskoi,,,,
8676,Individual,,,,Liarskii,,,,
8677,Individual,,,,Libelt,,,,
8678,Family,,,,Liberi,,,,
8679,Individual,,,,Liberman,,,,
8680,Family,,,,Liberman,,,,
8681,Individual,Abraham,,,Liberman,,,,
8682,Individual,Itzchak,,,Liberman,,,,
8683,Individual,Joshua,,,Liberman,,,,
8684,Individual,Mordechai/Mordekhai,,,Liberman,,,,
8685,Individual,Yoshke,,,Liberman,,,,
8686,Individual,Zwi,,,Liberman,,,,
8687,Individual,,,,Libermann,,,,
8688,Individual,Rosa,,,Libermann,,,,
8689,Individual,Gitla,,,Libhaber,,,,
8690,Individual,H.,,,Libhaber,,,,
8691,Individual,,,,Libhober,,,,
8692,Individual,Aron,,,Libman,,,,
8693,Individual,Gerard,,,Libot,,,,
8694,Individual,,,,Lichgott,,,,
8695,Individual,Jan,,,Lichota,,,,
8696,Individual,Józef,,,Lichota,,,,
8697,Individual,Sholom,,,Licht,,,,
8698,Individual,Bernhard,,,Lichtenberg,,,,
8699,Individual,Mosze,,,Lichtenberg,,,,
8700,Individual,Szyja,,,Lichtenberg,,,,
8701,Individual,Jakub,,,Lichtenfeld,,,,
8702,Individual,,,,Lichtenholz,,,,
8703,Individual,,,,Lichtenstein,,,,
8704,Individual,David,,,Lichtenstein,,,,
8705,Individual,Izrael,,,Lichtenstein,,,,
8706,Individual,Joseph/Josef,,,Lichtenstein,,,,
8707,Individual,Moszek,,,Lichtensztajn,,,,
8708,Individual,Annie,,,Lichtman,,,,
8709,Individual,Eda,,,Lichtman,,,,
8710,Individual,Kalman,,,Lichtman,,,,
8711,Individual,Sara/Yukelis,,,Lichtmann,,,,
8712,Individual,Dezsó,,,Lichtner,,,,
8713,Individual,Alf,,,Liczmański,,,,
8714,Individual,Michael,,,Lidski,,,,
8715,Individual,Chaim,,Leib,Lidsky,,,,
8716,Individual,Jonas,,,Lie,,,,
8717,Individual,Arthur,,,Liebehenschel,,,,
8718,Individual,David,,,Lieber,,,,
8719,Individual,Hersch,,,Lieber,,,,
8720,Individual,Juda,,,Lieber,,,,
8721,Individual,Ascia,,,Lieberman,,,,
8722,Individual,Yaakov,,,Lieberman,,,,
8723,Individual,Avraham,,,Liebersohn,,,,
8724,Individual,Maksymilian,,,Liebeskind,,,,
8725,Individual,Walter,,,Liebing,,,,
8726,Individual,Fritz,,,Liebisch,,,,
8727,Individual,Karl,,,Liebknecht,,,,
8728,Individual,Franz,,,Liebl,,,,
8729,Individual,,,,Lieblich,,,,
8730,Individual,,,,Liebmann,,,,
8731,Individual,,,,Liebray,,,,
8732,Individual,,,,Liebscher,,,,
8733,Individual,Fanni,,,Liebschütz,,,,
8734,Individual,Jakob,,,Liebschütz,,,,
8735,Individual,Werner,,,Liebschütz,,,,
8736,Individual,Erich,,,Liedtke,,,,
8737,Individual,Max,,,Liedtke,,,,
8738,Individual,Rudolf,,,Liedtke,,,,
8739,Individual,,,,Liepa,,,,
8740,Individual,Heinrich,,,Liese,,,,
8741,Individual,Carsten,,,Liesenberg,,,,
8742,Individual,Willi,,,Liesmann,,,,
8743,Individual,Karl,,,Lietsch,,,,
8744,Family,,,,Lifshits,,,,
8745,Individual,Yefim,,,Lifshits,,,,
8746,Individual,,,,Lifshitz,,,,
8747,Individual,Elisabeth,,,Lifshitz,,,,
8748,Individual,Helene,,,Lignier,,,,
8749,Individual,,,,Ligumski,,,,
8750,Individual,Kosha,,,Ligumski,,,,
8751,Individual,Elye,,,Likht,,,,
8752,Individual,Yisroel,,,Likhtenstein,,,,
8753,Individual,Princess of Belgium,,,Liliane,,,,
8754,Individual,L,,,Lilienfeld,,,,
8755,Individual,Paul,,,Lill,,,,
8756,Individual,,,,Limousin,,,,
8757,Individual,Wilhelm,,,Lincke,,,,
8758,Individual,Janina,,,Lind,,,,
8759,Individual,Kamila,,,Lind,,,,
8760,Individual,Leopold,,,Lind,,,,
8761,Individual,Robert,,,Lind,,,,
8762,Individual,,,,Lindau,,,,
8763,Individual,Kurt,,,Linde,,,,
8764,Individual,Friedrich-Wilhelm,,von,Lindeiner-Wildau,,,,
8765,Individual,Wilhelm,,,Lindenau,,,,
8766,Individual,Liza,,,Lindenboym,,,,
8767,Individual,Jakow,,,Linder,,,,
8768,Individual,,,,Lindert,,,,
8769,Individual,Ernst,,,Lindhorst,,,,
8770,Individual,,,,Lindner,,,,
8771,Individual,Heinrich,,,Lindner,,,,
8772,Individual,Helmut,,,Lindner,,,,
8773,Individual,Szaje,,,Lindner,,,,
8774,Individual,Leif,,,Lindseth,,,,
8775,Individual,Ferdinand,,,Lindtner,,,,
8776,Individual,,,,Linewicz,,,,
8777,Individual,Herrmann,,,Ling,,,,
8778,Individual,Ella,,,Lingens,,,,
8779,Individual,,,,Lingg,,,,
8780,Individual,Heinrich,,,Linhardt,,,,
8781,Individual,,,,Linich,,,,
8782,Individual,,,,Link,,,,
8783,Individual,Jakob,,,Link,,,,
8784,Individual,Luise,,,Linke,,,,
8785,Individual,,,,Linkevicius,,,,
8786,Individual,Kalman,,,Linkimer,,,,
8787,Individual,August,,,Linnemann,,,,
8788,Individual,Johann,,,Linnemann,,,,
8789,Individual,Hans,,,Linsbauer,,,,
8790,Individual,Jean-Pierre,,,Linsen,,,,
8791,Individual,N.,,,Lipa,,,,
8792,Individual,Abram,,,Lipcer,,,,
8793,Individual,Izydor/Icek,,,Lipczinsky,,,,
8794,Individual,Fritz,,Wilhelm,Liphardt,,,,
8795,Individual,Dovid,,,Liphshits,,,,
8796,Individual,Wilhelm,,,Lipinsko,,,,
8797,Individual,Fedora,,,Lipitskaia,,,,
8798,Individual,Nadezhda,,,Lipitskaia,,,,
8799,Individual,,,,Lipka,,,,
8800,Individual,Janis,,,Lipke,,,,
8801,Individual,Johanna,,,Lipke,,,,
8802,Individual,Ewelina,,,Lipko-Lipzynska,,,,
8803,Individual,Mosze,,,Liplańczyk,,,,
8804,Individual,Nuchym,,,Lipling,,,,
8805,Individual,Brygiel,,,Lipman,,,,
8806,Individual,Chaim,,,Lipman,,,,
8807,Individual,Heinrich,,,Lipp,,,,
8808,Individual,Karl,,,Lippelt,,,,
8809,Individual,Yakov,,,Lipper,,,,
8810,Individual,Alwin,,,Lippman,,,,
8811,Individual,,,,Lippmann,,,,
8812,Individual,Arno,,,Lippmann,,,,
8813,Individual,Erna,,,Lippold,,,,
8814,Individual,Pietro,,,Lippolis,,,,
8815,Individual,,,,Lipps,,,,
8816,Individual,,,,Lipsch,,,,
8817,Individual,Chaim,,Mejer,Lipschitz,,,,
8818,Individual,Mordechai,,,Lipschitz,,,,
8819,Individual,Igor,,H.S.,Lipscombe,,,,
8820,Individual,Ekhiel’,,,Lipshin,,,,
8821,Individual,Berish,,,Lipszic,,,,
8822,Individual,,,,Lipszyc,,,,
8823,Individual,Moszek,,Chaim,Lipszyc,,,,
8824,Individual,Mikuláš,,,Liptovský,,,,
8825,Individual,Abram,,,Lipzer,,,,
8826,Individual,Benno,,,Lipzer,,,,
8827,Individual,,,,Lis,,,,
8828,Individual,Hersz,,,Lis,,,,
8829,Individual,Szmuel,,,Lis,,,,
8830,Individual,Zenon,,,Lis,,,,
8831,Individual,Henoch,,,Lisak,,,,
8832,Individual,Zelig,,,Lisak,,,,
8833,Individual,Kurt,,,Lischka,,,,
8834,Individual,Sonya,,,Lishansky,,,,
8835,Individual,,,,Lishchuk,,,,
8836,Individual,Galina,,,Lisitsyna,,,,
8837,Individual,,,,Lisken,,,,
8838,Individual,Hanoch,,,Liskovsky,,,,
8839,Individual,Chai,,Rybarczuk,Liss,,,,
8840,Individual,,,,Lissberg,,,,
8841,Individual,Richard,,,Lissberg,,,,
8842,Individual,,,,Lissek,,,,
8843,Individual,Maximilian,,,List,,,,
8844,Individual,Waldemaar,,,List,,,,
8845,Individual,Wilhelm,,,List,,,,
8846,Individual,Jerry,,,Lista,,,,
8847,Individual,Mordko,,,Listgarten,,,,
8848,Individual,J.,,F.,Listig,,,,
8849,Individual,Yosef,,,Listovsky,,,,
8850,Individual,,,,Lisuk,,,,
8851,Individual,Béla,,,Liszka,,,,
8852,Individual,,,,Litman,,,,
8853,Individual,David,,,Litman,,,,
8854,Individual,Jack,,,Littaye,,,,
8855,Individual,Hans,,,Litten,,,,
8856,Individual,Basia,,,Littmann,,,,
8857,Individual,Jakob,,,Littner,,,,
8858,Individual,Josef,,,Littner,,,,
8859,Individual,Gerhard,,,Littschwager,,,,
8860,Individual,Mordekhai,,,Litvak,,,,
8861,Individual,Jehoszua,,,Litwak,,,,
8862,Individual,Miriam,,,Litwin,,,,
8863,Individual,,,,Litwin,,,,
8864,Individual,,,,Litwinowicz,,,,
8865,Individual,Zygmunt,,,Litwok,,,,
8866,Family,,,,Liubinetskaya,,,,
8867,Individual,,,,Liudochowski,,,,
8868,Individual,,,,Liuliava,,,,
8869,Individual,Jonas,,,Liutkevišius,,,,
8870,Individual,,,,Livshits,,,,
8871,Family,,,,Livshits,,,,
